Round,Player,Hashtag,Effects,Description,Round Points,Total Points
1,player #14,#FukushimaDisaster,"['Effect 1. Radioactive contamination led to environmental and public health concerns.  \nE2: A 100-foot exclusion zone was established around the Daiichi Nuclear Power Plant', 'Effect 2. The disaster caused a significant energy shortage in Japan', 'Effect 3. The Setsuden movement was initiated', 'Effect 4. The event led to a global reassessment of nuclear power policies and safety.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let m,1,1
1,player #9,#FukushimaDisaster,"['Effect 1. Mass Evacuation of Residents', 'Effect 2. Radiation Contamination in the Pacific Ocean and Other Countries', 'Effect 3. Increased Energy Conservation Efforts and Setsuden Movement', 'Effect 4. Global Reevaluation of Nuclear Power Safety and Policies', 'Effect 5. Increased Health Concerns and Risks']","I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. 

First,",1,1
1,player #2,#Fukushima50,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination affecting the environment and population', 'Effect 3. Energy shortage leading to the Setsuden campaign and conservation efforts', 'Effect 4. Economic impact due to cleanup costs and reduced investment in nuclear energy', 'Effect 5. Regulatory changes and stricter safety measures in nuclear energy policies.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points: it was caused by",0,0
1,player #8,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', 'Effect 2. Spread of radioactive contamination into the Pacific Ocean and as far as the California coast', 'Effect 3. Increased focus on energy conservation and the Setsuden movement in Japan', 'Effect 4. Health risks', 'Effect 5. Heightened global awareness and improved nuclear safety measures.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are that it was caused by the 2011 T,0,0
1,player #19,#FukushimaImpact,"['Effect 1. The Fukushima Nuclear Disaster led to the displacement of approximately 156', 'Effect 2. Radioactive isotopes were released into the ocean', 'Effect 3. There were significant long-term health risks', 'Effect 4. The disaster prompted a national movement called Setsuden', 'Effect 5. The event prompted Japanese government policies focused on enhancing nuclear safety and reducing energy consumption reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me br,0,0
1,player #11,#FukushimaLegacy,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination resulting in a 100-foot exclusion zone around the plant and radioactive particles reaching the California coast', 'Effect 3. Increased risk of thyroid cancer in infant girls exposed to radiation', 'Effect 4. Energy shortage leading to the Setsuden movement encouraging electrical conservation and subsequent policy changes in Japan', 'Effect 5. Changes in global perceptions and policies regarding nuclear energy safety and reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points. The dis,0,0
1,player #4,#FukushimaDisaster,[],so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event description again to ,0,0
1,player #15,#Fukushima,"['Effect 1. Large-scale displacement of residents due to radiation concerns', 'Effect 2. Damage to marine ecosystems and the fishing industry from radioactive contamination', 'Effect 3. Increased long-term health risks', 'Effect 4. National movement promoting energy conservation (""Setsuden"") and reduced energy consumption in Japan', 'Effect 5. Enhanced nuclear safety regulations and improved emergency response plans by the Japanese government.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read ,0,0
1,player #3,#FukushimaDisaster,"['Effect 1. The Fukushima Nuclear Disaster caused significant radiation exposure and displacement of approximately 156', 'Effect 2. The event led to long-term health concerns', 'Effect 3. The resulting energy shortage prompted a national movement called Setsuden', 'Effect 4. The disaster prompted a global reevaluation of nuclear safety standards and the management of nuclear power plants.  \nE5: The Fukushima incident incurred substantial economic costs for Japan']","so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read the information provided to understand the key points.

First, the disast",1,1
1,player #1,#FukushimaDisaster,"['Effect 1. Large-scale evacuations of residents within the exclusion zone', 'Effect 2. Dispersal of radioactive particles across the Pacific Ocean', 'Effect 3. Increased risk of thyroid cancer among infants exposed to radiation', 'Effect 4. Economic impact on businesses and industries in Japan due to energy shortages and Setsuden campaign', 'Effect 5. Implementation of new energy policies and safety measures to prevent future nuclear accidents.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,1,1
2,player #10,#Fukushima50,"['Effect 1. Mass evacuation of residents and workers due to high radiation levels', 'Effect 2. Implementation of Setsuden', 'Effect 3. Shift in energy policies towards reducing reliance on nuclear power and promoting renewable energy', 'Effect 4. Extensive cleanup and decontamination efforts to address radioactive contamination', 'Effect 5. Increased health concerns and reports of elevated radiation exposure risks']","ht, I need to create a tweet about the Fukushima Nuclear Disaster based on the information provided. First, I should summarize the key points: it was ",0,0
2,player #15,#Fukushima,"['Effect 1. Large-scale displacement of residents due to radiation concerns', 'Effect 2. Damage to marine ecosystems and the fishing industry from radioactive contamination', 'Effect 3. Increased long-term health risks', 'Effect 4. National movement promoting energy conservation (""Setsuden"") and reduced energy consumption in Japan', 'Effect 5. Enhanced nuclear safety regulations and improved emergency response plans by the Japanese government.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read ,0,0
2,player #3,#FukushimaDisaster,"['Effect 1. The Fukushima Nuclear Disaster caused significant radiation exposure and displacement of approximately 156', 'Effect 2. The event led to long-term health concerns', 'Effect 3. The resulting energy shortage prompted a national movement called Setsuden', 'Effect 4. The disaster prompted a global reevaluation of nuclear safety standards and the management of nuclear power plants.  \nE5: The Fukushima incident incurred substantial economic costs for Japan']","so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read the information provided to understand the key points.

First, the disast",1,2
2,player #1,#FukushimaDisaster,"['Effect 1. Large-scale evacuations of residents within the exclusion zone', 'Effect 2. Dispersal of radioactive particles across the Pacific Ocean', 'Effect 3. Increased risk of thyroid cancer among infants exposed to radiation', 'Effect 4. Economic impact on businesses and industries in Japan due to energy shortages and Setsuden campaign', 'Effect 5. Implementation of new energy policies and safety measures to prevent future nuclear accidents.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,1,2
2,player #11,#FukushimaLegacy,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination resulting in a 100-foot exclusion zone around the plant and radioactive particles reaching the California coast', 'Effect 3. Increased risk of thyroid cancer in infant girls exposed to radiation', 'Effect 4. Energy shortage leading to the Setsuden movement encouraging electrical conservation and subsequent policy changes in Japan', 'Effect 5. Changes in global perceptions and policies regarding nuclear energy safety and reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points. The dis,0,0
2,player #20,#FukushimaDisaster,"['Effect 1. E1: Release of radioactive isotopes into the environment', 'Effect 2. Establishment of a 100-foot exclusion zone around the Daiichi Nuclear Power Plant', 'Effect 3. Displacement of approximately 156', 'Effect 4. National movement encouraging energy conservation (Setsuden)', 'Effect 5. Increased health concerns']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the,0,1
2,player #8,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', 'Effect 2. Spread of radioactive contamination into the Pacific Ocean and as far as the California coast', 'Effect 3. Increased focus on energy conservation and the Setsuden movement in Japan', 'Effect 4. Health risks', 'Effect 5. Heightened global awareness and improved nuclear safety measures.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are that it was caused by the 2011 T,1,1
2,player #12,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', ""Effect 2. The Setsuden movement encouraging energy conservation and a reduction in Japan's energy consumption.  \nE3: Changes in global nuclear policies and increased focus on nuclear safety measures.  \nE4: Environmental impact"", 'Effect 3. Public health concerns']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,1,2
2,player #4,#FukushimaDisaster,['No effects provided'],so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event description again to ,1,1
2,player #13,#FukushimaDisaster,"['Effect 1. Creation of a 100-foot exclusion zone around the Daiichi Nuclear Power Plant to protect residents from radiation exposure.  \nE2: Mass displacement of approximately 156', 'Effect 2. Significant radioactive contamination of the environment', 'Effect 3. Severe energy shortages in the region', 'Effect 4. Increased focus on energy policy and renewable energy initiatives by the Japanese government in response to the disaster and subsequent energy crisis.']",so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information again. The event happened in 2011 due to,1,1
2,player #17,#FukushimaDisaster,"['Effect 1. Radioactive contamination spread across the Pacific Ocean.  \nE2: Mass displacement of residents due to the 100-foot exclusion zone.  \nE3: Increased risk of thyroid cancer among exposed individuals', 'Effect 2. National movement to reduce energy consumption (Setsuden) and subsequent energy policies.  \nE5: Health concerns and long-term health impacts on affected populations.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The key points are the cause (earthquake and tsunami),",1,1
2,player #9,#FukushimaDisaster,"['Effect 1. Mass Evacuation of Residents', 'Effect 2. Radiation Contamination in the Pacific Ocean and Other Countries', 'Effect 3. Increased Energy Conservation Efforts and Setsuden Movement', 'Effect 4. Global Reevaluation of Nuclear Power Safety and Policies', 'Effect 5. Increased Health Concerns and Risks']","I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. 

First,",1,2
2,player #7,#FukushimaDisaster,"['Effect 1. Increased environmental contamination and radioactive particles dispersal', 'Effect 2. Large-scale displacement of residents and workers', 'Effect 3. Initiation of energy-saving initiatives and policies', 'Effect 4. Health risks and increased cancer cases linked to radiation exposure', 'Effect 5. Reevaluation of nuclear power and energy policies worldwide.']","ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points to include. 

Fir",0,0
2,player #18,#Fukushima2011,['No effects provided'],"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disast",0,0
2,player #14,#FukushimaDisaster,"['Effect 1. Radioactive contamination led to environmental and public health concerns.  \nE2: A 100-foot exclusion zone was established around the Daiichi Nuclear Power Plant', 'Effect 2. The disaster caused a significant energy shortage in Japan', 'Effect 3. The Setsuden movement was initiated', 'Effect 4. The event led to a global reassessment of nuclear power policies and safety.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let m,0,1
2,player #19,#FukushimaImpact,"['Effect 1. The Fukushima Nuclear Disaster led to the displacement of approximately 156', 'Effect 2. Radioactive isotopes were released into the ocean', 'Effect 3. There were significant long-term health risks', 'Effect 4. The disaster prompted a national movement called Setsuden', 'Effect 5. The event prompted Japanese government policies focused on enhancing nuclear safety and reducing energy consumption reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me br,0,0
2,player #2,#Fukushima50,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination affecting the environment and population', 'Effect 3. Energy shortage leading to the Setsuden campaign and conservation efforts', 'Effect 4. Economic impact due to cleanup costs and reduced investment in nuclear energy', 'Effect 5. Regulatory changes and stricter safety measures in nuclear energy policies.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points: it was caused by",0,0
2,player #6,#FukushimaLegacy,"['Effect 1. The Fukushima Nuclear Disaster occurred due to the 2011 Tōhoku earthquake and tsunami', 'Effect 2. A 100-foot exclusion zone was established around the Daiichi Nuclear Power Plant following the disaster.  \nE3: The event caused the displacement of approximately 156', 'Effect 3. The resulting energy shortage prompted the Setsuden campaign', 'Effect 4. The disaster prompted changes in energy policies']","ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I'll extract the key points. The disast",0,0
2,player #16,#FukushimaImpact,"['Effect 1. Radioactive contamination and displacement of approximately 156', 'Effect 2. Increased risk of thyroid cancer in infants exposed to radiation.  \nE3: National movement called Setsuden encouraging Japanese households and businesses to conserve electricity.  \nE4: Adoption of policies by the Japanese government to reduce energy consumption in large companies and households.  \nE5: Heightened global awareness and focus on nuclear safety and the potential risks associated with nuclear power.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause of the disa,0,0
2,player #5,#FukushimaLegacy,"['Effect 1. Mass evacuation and displacement of residents.  \nE2: Contamination of the surrounding environment', 'Effect 2. Increased risk of health issues', 'Effect 3. Promotion of energy conservation efforts and the Setsuden movement.  \nE5: Reassessment and revision of nuclear power policies and safety standards.']","ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points from the t",0,0
3,player #14,#FukushimaDisaster,"['Effect 1. Radioactive contamination led to environmental and public health concerns.  \nE2: A 100-foot exclusion zone was established around the Daiichi Nuclear Power Plant', 'Effect 2. The disaster caused a significant energy shortage in Japan', 'Effect 3. The Setsuden movement was initiated', 'Effect 4. The event led to a global reassessment of nuclear power policies and safety.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let m,1,2
3,player #13,#FukushimaDisaster,"['Effect 1. Creation of a 100-foot exclusion zone around the Daiichi Nuclear Power Plant to protect residents from radiation exposure.  \nE2: Mass displacement of approximately 156', 'Effect 2. Significant radioactive contamination of the environment', 'Effect 3. Severe energy shortages in the region', 'Effect 4. Increased focus on energy policy and renewable energy initiatives by the Japanese government in response to the disaster and subsequent energy crisis.']",so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read through the provided information again. The event happened in 2011 due to,1,2
3,player #19,#FukushimaImpact,"['Effect 1. The Fukushima Nuclear Disaster led to the displacement of approximately 156', 'Effect 2. Radioactive isotopes were released into the ocean', 'Effect 3. There were significant long-term health risks', 'Effect 4. The disaster prompted a national movement called Setsuden', 'Effect 5. The event prompted Japanese government policies focused on enhancing nuclear safety and reducing energy consumption reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me br,0,0
3,player #7,#FukushimaDisaster,"['Effect 1. Increased environmental contamination and radioactive particles dispersal', 'Effect 2. Large-scale displacement of residents and workers', 'Effect 3. Initiation of energy-saving initiatives and policies', 'Effect 4. Health risks and increased cancer cases linked to radiation exposure', 'Effect 5. Reevaluation of nuclear power and energy policies worldwide.']","ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me break down the key points to include. 

Fir",0,0
3,player #20,#FukushimaDisaster,"['Effect 1. E1: Release of radioactive isotopes into the environment', 'Effect 2. Establishment of a 100-foot exclusion zone around the Daiichi Nuclear Power Plant', 'Effect 3. Displacement of approximately 156', 'Effect 4. National movement encouraging energy conservation (Setsuden)', 'Effect 5. Increased health concerns']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the,1,2
3,player #9,#FukushimaDisaster,"['Effect 1. Mass Evacuation of Residents', 'Effect 2. Radiation Contamination in the Pacific Ocean and Other Countries', 'Effect 3. Increased Energy Conservation Efforts and Setsuden Movement', 'Effect 4. Global Reevaluation of Nuclear Power Safety and Policies', 'Effect 5. Increased Health Concerns and Risks']","I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. 

First,",1,3
3,player #2,#Fukushima50,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination affecting the environment and population', 'Effect 3. Energy shortage leading to the Setsuden campaign and conservation efforts', 'Effect 4. Economic impact due to cleanup costs and reduced investment in nuclear energy', 'Effect 5. Regulatory changes and stricter safety measures in nuclear energy policies.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points: it was caused by",0,0
3,player #11,#FukushimaLegacy,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination resulting in a 100-foot exclusion zone around the plant and radioactive particles reaching the California coast', 'Effect 3. Increased risk of thyroid cancer in infant girls exposed to radiation', 'Effect 4. Energy shortage leading to the Setsuden movement encouraging electrical conservation and subsequent policy changes in Japan', 'Effect 5. Changes in global perceptions and policies regarding nuclear energy safety and reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points. The dis,0,0
3,player #5,#FukushimaLegacy,"['Effect 1. Mass evacuation and displacement of residents.  \nE2: Contamination of the surrounding environment', 'Effect 2. Increased risk of health issues', 'Effect 3. Promotion of energy conservation efforts and the Setsuden movement.  \nE5: Reassessment and revision of nuclear power policies and safety standards.']","ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points from the t",0,0
3,player #4,#FukushimaDisaster,['No effects provided'],so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event description again to ,0,1
3,player #6,#FukushimaLegacy,"['Effect 1. The Fukushima Nuclear Disaster occurred due to the 2011 Tōhoku earthquake and tsunami', 'Effect 2. A 100-foot exclusion zone was established around the Daiichi Nuclear Power Plant following the disaster.  \nE3: The event caused the displacement of approximately 156', 'Effect 3. The resulting energy shortage prompted the Setsuden campaign', 'Effect 4. The disaster prompted changes in energy policies']","ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I'll extract the key points. The disast",0,0
3,player #12,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', ""Effect 2. The Setsuden movement encouraging energy conservation and a reduction in Japan's energy consumption.  \nE3: Changes in global nuclear policies and increased focus on nuclear safety measures.  \nE4: Environmental impact"", 'Effect 3. Public health concerns']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,0,2
3,player #15,#Fukushima,"['Effect 1. Large-scale displacement of residents due to radiation concerns', 'Effect 2. Damage to marine ecosystems and the fishing industry from radioactive contamination', 'Effect 3. Increased long-term health risks', 'Effect 4. National movement promoting energy conservation (""Setsuden"") and reduced energy consumption in Japan', 'Effect 5. Enhanced nuclear safety regulations and improved emergency response plans by the Japanese government.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read ,0,0
3,player #3,#FukushimaDisaster,"['Effect 1. The Fukushima Nuclear Disaster caused significant radiation exposure and displacement of approximately 156', 'Effect 2. The event led to long-term health concerns', 'Effect 3. The resulting energy shortage prompted a national movement called Setsuden', 'Effect 4. The disaster prompted a global reevaluation of nuclear safety standards and the management of nuclear power plants.  \nE5: The Fukushima incident incurred substantial economic costs for Japan']","so I need to write a tweet about the Fukushima Nuclear Disaster. Let me read the information provided to understand the key points.

First, the disast",0,2
3,player #1,#FukushimaDisaster,"['Effect 1. Large-scale evacuations of residents within the exclusion zone', 'Effect 2. Dispersal of radioactive particles across the Pacific Ocean', 'Effect 3. Increased risk of thyroid cancer among infants exposed to radiation', 'Effect 4. Economic impact on businesses and industries in Japan due to energy shortages and Setsuden campaign', 'Effect 5. Implementation of new energy policies and safety measures to prevent future nuclear accidents.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,0,2
3,player #16,#FukushimaImpact,"['Effect 1. Radioactive contamination and displacement of approximately 156', 'Effect 2. Increased risk of thyroid cancer in infants exposed to radiation.  \nE3: National movement called Setsuden encouraging Japanese households and businesses to conserve electricity.  \nE4: Adoption of policies by the Japanese government to reduce energy consumption in large companies and households.  \nE5: Heightened global awareness and focus on nuclear safety and the potential risks associated with nuclear power.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause of the disa,0,0
3,player #18,#Fukushima2011,['No effects provided'],"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disast",0,0
3,player #8,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', 'Effect 2. Spread of radioactive contamination into the Pacific Ocean and as far as the California coast', 'Effect 3. Increased focus on energy conservation and the Setsuden movement in Japan', 'Effect 4. Health risks', 'Effect 5. Heightened global awareness and improved nuclear safety measures.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are that it was caused by the 2011 T,0,1
3,player #10,#Fukushima50,"['Effect 1. Mass evacuation of residents and workers due to high radiation levels', 'Effect 2. Implementation of Setsuden', 'Effect 3. Shift in energy policies towards reducing reliance on nuclear power and promoting renewable energy', 'Effect 4. Extensive cleanup and decontamination efforts to address radioactive contamination', 'Effect 5. Increased health concerns and reports of elevated radiation exposure risks']","ht, I need to create a tweet about the Fukushima Nuclear Disaster based on the information provided. First, I should summarize the key points: it was ",0,0
3,player #17,#FukushimaDisaster,"['Effect 1. Radioactive contamination spread across the Pacific Ocean.  \nE2: Mass displacement of residents due to the 100-foot exclusion zone.  \nE3: Increased risk of thyroid cancer among exposed individuals', 'Effect 2. National movement to reduce energy consumption (Setsuden) and subsequent energy policies.  \nE5: Health concerns and long-term health impacts on affected populations.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The key points are the cause (earthquake and tsunami),",0,1
4,player #9,#FukushimaDisaster,"['Effect 1. Mass Evacuation of Residents', 'Effect 2. Radiation Contamination in the Pacific Ocean and Other Countries', 'Effect 3. Increased Energy Conservation Efforts and Setsuden Movement', 'Effect 4. Global Reevaluation of Nuclear Power Safety and Policies', 'Effect 5. Increased Health Concerns and Risks']","I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed event summary, so I should extract the key points. 

First,",0,3
4,player #15,#Fukushima,"['Effect 1. Large-scale displacement of residents due to radiation concerns', 'Effect 2. Damage to marine ecosystems and the fishing industry from radioactive contamination', 'Effect 3. Increased long-term health risks', 'Effect 4. National movement promoting energy conservation (""Setsuden"") and reduced energy consumption in Japan', 'Effect 5. Enhanced nuclear safety regulations and improved emergency response plans by the Japanese government.']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet has to be under 140 characters. Let me read ,0,0
4,player #8,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', 'Effect 2. Spread of radioactive contamination into the Pacific Ocean and as far as the California coast', 'Effect 3. Increased focus on energy conservation and the Setsuden movement in Japan', 'Effect 4. Health risks', 'Effect 5. Heightened global awareness and improved nuclear safety measures.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are that it was caused by the 2011 T,1,2
4,player #12,#FukushimaDisaster,"['Effect 1. Displacement of approximately 156', ""Effect 2. The Setsuden movement encouraging energy conservation and a reduction in Japan's energy consumption.  \nE3: Changes in global nuclear policies and increased focus on nuclear safety measures.  \nE4: Environmental impact"", 'Effect 3. Public health concerns']",I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read ,1,3
4,player #17,#FukushimaDisaster,"['Effect 1. Radioactive contamination spread across the Pacific Ocean.  \nE2: Mass displacement of residents due to the 100-foot exclusion zone.  \nE3: Increased risk of thyroid cancer among exposed individuals', 'Effect 2. National movement to reduce energy consumption (Setsuden) and subsequent energy policies.  \nE5: Health concerns and long-term health impacts on affected populations.']","I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. The key points are the cause (earthquake and tsunami),",1,2
4,player #4,#FukushimaDisaster,['No effects provided'],so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event description again to ,1,2
4,player #11,#FukushimaLegacy,"['Effect 1. Displacement of approximately 156', 'Effect 2. Radioactive contamination resulting in a 100-foot exclusion zone around the plant and radioactive particles reaching the California coast', 'Effect 3. Increased risk of thyroid cancer in infant girls exposed to radiation', 'Effect 4. Energy shortage leading to the Setsuden movement encouraging electrical conservation and subsequent policy changes in Japan', 'Effect 5. Changes in global perceptions and policies regarding nuclear energy safety and reliance.']",so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points. The dis,0,0
