Round,Player,Hashtag,Description,Round Points,Total Points
2,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake and tsunami. The tsunami caused damage to the Daiic",0,1
2,player #11,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the nuclear plant, radiation release, displacement, health concerns, energy shortage ",0,0
2,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",0,1
2,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",0,1
2,player #9,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I capture the key points. 

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japa",0,1
3,player #16,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the damage to the power plant, the displacement of people, the health concerns, and the resulting e",0,0
3,player #1,#FukushimaImpact,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to ",0,0
3,player #8,#FukushimaReflection,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by identifying the key points from the event. It happened in 2011, caused by the Tōhoku earthquake, which was the most powerful ever in J",0,1
3,player #20,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed response, but I have to make it fit within 140 characters. Let me read through the key points again.

The disaster happened in 2011 due to the Tōhoku earthquak",0,1
3,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",1,2
3,player #12,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to capture the key points.

First, the disaster happened in 2011 ",1,2
3,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to make sure I capture the key points.

The disaster happened in ",1,1
3,player #7,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me go through the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused a tsunami",1,3
3,player #4,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Triggered a tsunami ",0,0
3,player #5,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused",0,0
3,player #9,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I capture the key points. 

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japa",1,2
3,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. Let me read through the provided content again to make sure I capture the key points.

The disaster happened in ",1,1
3,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake and tsunami. The tsunami caused damage to the Daiic",1,2
3,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",1,2
3,player #18,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points from the text are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Trigge",0,1
3,player #3,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The goal is to capture the key points in under 140 characters. Let me start by identifying the main events: the 2011 earthquake causing the tsunami, leadi",0,0
3,player #11,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the nuclear plant, radiation release, displacement, health concerns, energy shortage ",0,0
3,player #10,#Fukushima2011,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster. They provided a detailed description of the event, so I need to extract the key points to fit within 140 characters.

First, the main causes: the 2011 Tōhoku earthquake and ",0,0
3,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, leading to a tsunami that damaged the Daiichi plan",0,0
3,player #13,#FukushimaAnniversary,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 due to the Tōhoku earthquake, which ",0,0
4,player #7,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me go through the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused a tsunami",1,4
4,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake and tsunami. The tsunami caused damage to the Daiic",1,3
4,player #16,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the damage to the power plant, the displacement of people, the health concerns, and the resulting e",0,0
4,player #20,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed response, but I have to make it fit within 140 characters. Let me read through the key points again.

The disaster happened in 2011 due to the Tōhoku earthquak",0,1
4,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to make sure I capture the key points.

The disaster happened in ",0,1
4,player #1,#FukushimaImpact,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to ",0,0
4,player #4,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Triggered a tsunami ",0,0
4,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, leading to a tsunami that damaged the Daiichi plan",0,0
4,player #5,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused",0,0
4,player #10,#Fukushima2011,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster. They provided a detailed description of the event, so I need to extract the key points to fit within 140 characters.

First, the main causes: the 2011 Tōhoku earthquake and ",0,0
4,player #9,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I capture the key points. 

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japa",0,2
4,player #3,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The goal is to capture the key points in under 140 characters. Let me start by identifying the main events: the 2011 earthquake causing the tsunami, leadi",0,0
4,player #8,#FukushimaReflection,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by identifying the key points from the event. It happened in 2011, caused by the Tōhoku earthquake, which was the most powerful ever in J",0,1
4,player #13,#FukushimaAnniversary,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 due to the Tōhoku earthquake, which ",0,0
4,player #11,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the nuclear plant, radiation release, displacement, health concerns, energy shortage ",0,0
4,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",0,2
4,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",0,2
4,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. Let me read through the provided content again to make sure I capture the key points.

The disaster happened in ",0,1
4,player #12,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to capture the key points.

First, the disaster happened in 2011 ",0,2
4,player #18,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points from the text are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Trigge",0,1
5,player #20,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed response, but I have to make it fit within 140 characters. Let me read through the key points again.

The disaster happened in 2011 due to the Tōhoku earthquak",0,1
5,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, leading to a tsunami that damaged the Daiichi plan",0,0
5,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. Let me read through the provided content again to make sure I capture the key points.

The disaster happened in ",0,1
5,player #7,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me go through the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused a tsunami",0,4
5,player #12,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to capture the key points.

First, the disaster happened in 2011 ",0,2
5,player #13,#FukushimaAnniversary,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 due to the Tōhoku earthquake, which ",0,0
5,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake and tsunami. The tsunami caused damage to the Daiic",0,3
5,player #9,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I capture the key points. 

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japa",0,2
5,player #8,#FukushimaReflection,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by identifying the key points from the event. It happened in 2011, caused by the Tōhoku earthquake, which was the most powerful ever in J",0,1
5,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",0,2
5,player #11,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the nuclear plant, radiation release, displacement, health concerns, energy shortage ",0,0
5,player #3,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The goal is to capture the key points in under 140 characters. Let me start by identifying the main events: the 2011 earthquake causing the tsunami, leadi",0,0
5,player #16,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the damage to the power plant, the displacement of people, the health concerns, and the resulting e",0,0
5,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to make sure I capture the key points.

The disaster happened in ",0,1
5,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",0,2
5,player #18,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points from the text are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Trigge",0,1
5,player #1,#FukushimaImpact,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to ",0,0
5,player #10,#Fukushima2011,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster. They provided a detailed description of the event, so I need to extract the key points to fit within 140 characters.

First, the main causes: the 2011 Tōhoku earthquake and ",0,0
5,player #4,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Triggered a tsunami ",0,0
5,player #5,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused",0,0
6,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake and tsunami. The tsunami caused damage to the Daiic",0,3
6,player #9,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I capture the key points. 

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Japa",0,2
6,player #1,#FukushimaImpact,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to ",0,0
6,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",0,2
6,player #8,#FukushimaReflection,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by identifying the key points from the event. It happened in 2011, caused by the Tōhoku earthquake, which was the most powerful ever in J",0,1
6,player #13,#FukushimaAnniversary,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 due to the Tōhoku earthquake, which ",0,0
6,player #12,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to capture the key points.

First, the disaster happened in 2011 ",0,2
6,player #6,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the given information. The tweet should be under 140 characters. Let me read through the provided content again to make sure I capture the key points.

The disaster happened in ",0,1
6,player #20,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed response, but I have to make it fit within 140 characters. Let me read through the key points again.

The disaster happened in 2011 due to the Tōhoku earthquak",0,1
6,player #10,#Fukushima2011,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster. They provided a detailed description of the event, so I need to extract the key points to fit within 140 characters.

First, the main causes: the 2011 Tōhoku earthquake and ",0,0
6,player #5,#FukushimaMemorial,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by summarizing the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused",0,0
6,player #7,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me go through the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused a tsunami",0,4
6,player #11,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the impact on the nuclear plant, radiation release, displacement, health concerns, energy shortage ",1,1
6,player #16,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are the cause (earthquake and tsunami), the damage to the power plant, the displacement of people, the health concerns, and the resulting e",1,1
6,player #3,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The goal is to capture the key points in under 140 characters. Let me start by identifying the main events: the 2011 earthquake causing the tsunami, leadi",1,1
6,player #4,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Triggered a tsunami ",1,1
6,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",0,2
6,player #18,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points from the text are:

- It happened in 2011 at the Daiichi plant.
- Caused by the Tōhoku earthquake, the strongest ever in Japan.
- Trigge",0,1
6,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, leading to a tsunami that damaged the Daiichi plan",0,0
6,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The tweet should be under 140 characters. Let me read through the event details again to make sure I capture the key points.

The disaster happened in ",0,1
7,player #8,#FukushimaReflection,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me start by identifying the key points from the event. It happened in 2011, caused by the Tōhoku earthquake, which was the most powerful ever in J",0,1
7,player #10,#Fukushima2011,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster. They provided a detailed description of the event, so I need to extract the key points to fit within 140 characters.

First, the main causes: the 2011 Tōhoku earthquake and ",0,0
7,player #7,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me go through the key points.

First, the disaster happened in 2011 at the Daiichi plant due to the Tōhoku earthquake. The earthquake caused a tsunami",0,4
7,player #14,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, leading to a tsunami that damaged the Daiichi plan",0,0
7,player #2,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. First, I'll recall the key points from the event. It happened in 2011 due to the Tōhoku earthquake, causing a tsunami that damaged the Daiichi plant. The exclusion zone was implemented",1,3
7,player #17,#FukushimaDisaster,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points are:

- The disaster occurred at the Daiichi Nuclear Power Plant in 2011.
- It was caused by the Tōhoku earthquake and subsequent tsuna",1,3
7,player #20,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed response, but I have to make it fit within 140 characters. Let me read through the key points again.

The disaster happened in 2011 due to the Tōhoku earthquak",0,1
7,player #1,#FukushimaImpact,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user wants it to be under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due to ",0,0
